Run,Task,Operation,Time,Unit,Percentage,Run type
short_S6,[1m,S6,short
short_S6,------------------------------------------------------,S6,short
short_S6,_______             __   _____,S6,short
short_S6,/ ____(_)___  ____ _/ /  / ___/_________  ________,S6,short
short_S6,/ /_  / / __ \/ __ `/ /   \__ \/ ___/ __ \/ ___/ _ \,S6,short
short_S6,/ __/ / / / / / /_/ / /   ___/ / /__/ /_/ / /  /  __/,S6,short
short_S6,/_/   /_/_/ /_/\__,_/_/   /____/\___/\____/_/   \___/,S6,short
short_S6,------------------------------------------------------,S6,short
short_S6,[0m,S6,short
short_S6,Metric,Task,Value,Unit,S6,short
short_S6,---------------------------------------------------------------:,-----------------------------------------:,------------:,-------:,S6,short
short_S6,Cumulative indexing time of primary shards,114.258,min,S6,short
short_S6,Min cumulative indexing time across primary shards,114.258,min,S6,short
short_S6,Median cumulative indexing time across primary shards,114.258,min,S6,short
short_S6,Max cumulative indexing time across primary shards,114.258,min,S6,short
short_S6,Cumulative indexing throttle time of primary shards,0,min,S6,short
short_S6,Min cumulative indexing throttle time across primary shards,0,min,S6,short
short_S6,Median cumulative indexing throttle time across primary shards,0,min,S6,short
short_S6,Max cumulative indexing throttle time across primary shards,0,min,S6,short
short_S6,Cumulative merge time of primary shards,7.93835,min,S6,short
short_S6,Cumulative merge count of primary shards,33,S6,short
short_S6,Min cumulative merge time across primary shards,7.93835,min,S6,short
short_S6,Median cumulative merge time across primary shards,7.93835,min,S6,short
short_S6,Max cumulative merge time across primary shards,7.93835,min,S6,short
short_S6,Cumulative merge throttle time of primary shards,4.03068,min,S6,short
short_S6,Min cumulative merge throttle time across primary shards,4.03068,min,S6,short
short_S6,Median cumulative merge throttle time across primary shards,4.03068,min,S6,short
short_S6,Max cumulative merge throttle time across primary shards,4.03068,min,S6,short
short_S6,Cumulative refresh time of primary shards,0.811817,min,S6,short
short_S6,Cumulative refresh count of primary shards,54,S6,short
short_S6,Min cumulative refresh time across primary shards,0.811817,min,S6,short
short_S6,Median cumulative refresh time across primary shards,0.811817,min,S6,short
short_S6,Max cumulative refresh time across primary shards,0.811817,min,S6,short
short_S6,Cumulative flush time of primary shards,0.14495,min,S6,short
short_S6,Cumulative flush count of primary shards,3,S6,short
short_S6,Min cumulative flush time across primary shards,0.14495,min,S6,short
short_S6,Median cumulative flush time across primary shards,0.14495,min,S6,short
short_S6,Max cumulative flush time across primary shards,0.14495,min,S6,short
short_S6,Total Young Gen GC time,128.85,s,S6,short
short_S6,Total Young Gen GC count,111603,S6,short
short_S6,Total Old Gen GC time,36.382,s,S6,short
short_S6,Total Old Gen GC count,637,S6,short
short_S6,Store size,1.61751,GB,S6,short
short_S6,Translog size,5.12227e-08,GB,S6,short
short_S6,Heap used for segments,0,MB,S6,short
short_S6,Heap used for doc values,0,MB,S6,short
short_S6,Heap used for terms,0,MB,S6,short
short_S6,Heap used for norms,0,MB,S6,short
short_S6,Heap used for points,0,MB,S6,short
short_S6,Heap used for stored fields,0,MB,S6,short
short_S6,Segment count,27,S6,short
short_S6,Min Throughput,index,7974.4,docs/s,S6,short
short_S6,Mean Throughput,index,10140,docs/s,S6,short
short_S6,Median Throughput,index,10089,docs/s,S6,short
short_S6,Max Throughput,index,12171.9,docs/s,S6,short
short_S6,0th percentile throughput,index,7974.4,ms,S6,short
short_S6,25th percentile throughput,index,9824.25,ms,S6,short
short_S6,50th percentile throughput,index,10089,ms,S6,short
short_S6,75th percentile throughput,index,10532.6,ms,S6,short
short_S6,100th percentile throughput,index,12171.9,ms,S6,short
short_S6,0th percentile latency,index,38.3702,ms,S6,short
short_S6,10th percentile latency,index,63.8468,ms,S6,short
short_S6,20th percentile latency,index,79.2175,ms,S6,short
short_S6,25th percentile latency,index,82.84,ms,S6,short
short_S6,30th percentile latency,index,85.844,ms,S6,short
short_S6,40th percentile latency,index,90.841,ms,S6,short
short_S6,50th percentile latency,index,94.6451,ms,S6,short
short_S6,60th percentile latency,index,99.837,ms,S6,short
short_S6,70th percentile latency,index,109.24,ms,S6,short
short_S6,75th percentile latency,index,120.727,ms,S6,short
short_S6,80th percentile latency,index,148.387,ms,S6,short
short_S6,90th percentile latency,index,219.53,ms,S6,short
short_S6,99th percentile latency,index,10106.9,ms,S6,short
short_S6,99.9th percentile latency,index,14481.7,ms,S6,short
short_S6,99.99th percentile latency,index,14981.2,ms,S6,short
short_S6,100th percentile latency,index,14995.3,ms,S6,short
short_S6,50th percentile service time,index,94.6427,ms,S6,short
short_S6,90th percentile service time,index,221.051,ms,S6,short
short_S6,99th percentile service time,index,10107.8,ms,S6,short
short_S6,99.9th percentile service time,index,14481.7,ms,S6,short
short_S6,99.99th percentile service time,index,14981.2,ms,S6,short
short_S6,100th percentile service time,index,14995.3,ms,S6,short
short_S6,error rate,index,91.45,%,S6,short
short_S6,Min Throughput,wait-until-merges-finish,85.2,ops/s,S6,short
short_S6,Mean Throughput,wait-until-merges-finish,85.2,ops/s,S6,short
short_S6,Median Throughput,wait-until-merges-finish,85.2,ops/s,S6,short
short_S6,Max Throughput,wait-until-merges-finish,85.2,ops/s,S6,short
short_S6,100th percentile throughput,wait-until-merges-finish,85.1999,ms,S6,short
short_S6,100th percentile latency,wait-until-merges-finish,11.3661,ms,S6,short
short_S6,100th percentile service time,wait-until-merges-finish,11.3661,ms,S6,short
short_S6,error rate,wait-until-merges-finish,0,%,S6,short
short_S6,Min Throughput,cheap-tip-amount,6,ops/s,S6,short
short_S6,Mean Throughput,cheap-tip-amount,6,ops/s,S6,short
short_S6,Median Throughput,cheap-tip-amount,6,ops/s,S6,short
short_S6,Max Throughput,cheap-tip-amount,6,ops/s,S6,short
short_S6,0th percentile throughput,cheap-tip-amount,6.00009,ms,S6,short
short_S6,25th percentile throughput,cheap-tip-amount,6.00012,ms,S6,short
short_S6,50th percentile throughput,cheap-tip-amount,6.00018,ms,S6,short
short_S6,75th percentile throughput,cheap-tip-amount,6.00033,ms,S6,short
short_S6,100th percentile throughput,cheap-tip-amount,6.00253,ms,S6,short
short_S6,0th percentile latency,cheap-tip-amount,1.43223,ms,S6,short
short_S6,10th percentile latency,cheap-tip-amount,2.00119,ms,S6,short
short_S6,20th percentile latency,cheap-tip-amount,2.23901,ms,S6,short
short_S6,25th percentile latency,cheap-tip-amount,2.34415,ms,S6,short
short_S6,30th percentile latency,cheap-tip-amount,2.45147,ms,S6,short
short_S6,40th percentile latency,cheap-tip-amount,2.70917,ms,S6,short
short_S6,50th percentile latency,cheap-tip-amount,3.52095,ms,S6,short
short_S6,60th percentile latency,cheap-tip-amount,3.81803,ms,S6,short
short_S6,70th percentile latency,cheap-tip-amount,4.04179,ms,S6,short
short_S6,75th percentile latency,cheap-tip-amount,4.15395,ms,S6,short
short_S6,80th percentile latency,cheap-tip-amount,4.27074,ms,S6,short
short_S6,90th percentile latency,cheap-tip-amount,4.57877,ms,S6,short
short_S6,99th percentile latency,cheap-tip-amount,6.22102,ms,S6,short
short_S6,99.9th percentile latency,cheap-tip-amount,7.17209,ms,S6,short
short_S6,99.99th percentile latency,cheap-tip-amount,9.02414,ms,S6,short
short_S6,100th percentile latency,cheap-tip-amount,15.0831,ms,S6,short
short_S6,50th percentile service time,cheap-tip-amount,2.67887,ms,S6,short
short_S6,90th percentile service time,cheap-tip-amount,3.47492,ms,S6,short
short_S6,99th percentile service time,cheap-tip-amount,5.06006,ms,S6,short
short_S6,99.9th percentile service time,cheap-tip-amount,6.34476,ms,S6,short
short_S6,99.99th percentile service time,cheap-tip-amount,7.64262,ms,S6,short
short_S6,100th percentile service time,cheap-tip-amount,14.4667,ms,S6,short
short_S6,error rate,cheap-tip-amount,0,%,S6,short
short_S6,Min Throughput,cheap-fare-amount,6,ops/s,S6,short
short_S6,Mean Throughput,cheap-fare-amount,6,ops/s,S6,short
short_S6,Median Throughput,cheap-fare-amount,6,ops/s,S6,short
short_S6,Max Throughput,cheap-fare-amount,6,ops/s,S6,short
short_S6,0th percentile throughput,cheap-fare-amount,6.00009,ms,S6,short
short_S6,25th percentile throughput,cheap-fare-amount,6.00012,ms,S6,short
short_S6,50th percentile throughput,cheap-fare-amount,6.00017,ms,S6,short
short_S6,75th percentile throughput,cheap-fare-amount,6.00032,ms,S6,short
short_S6,100th percentile throughput,cheap-fare-amount,6.00246,ms,S6,short
short_S6,0th percentile latency,cheap-fare-amount,1.39392,ms,S6,short
short_S6,10th percentile latency,cheap-fare-amount,2.05371,ms,S6,short
short_S6,20th percentile latency,cheap-fare-amount,2.35335,ms,S6,short
short_S6,25th percentile latency,cheap-fare-amount,2.48312,ms,S6,short
short_S6,30th percentile latency,cheap-fare-amount,2.60608,ms,S6,short
short_S6,40th percentile latency,cheap-fare-amount,2.88048,ms,S6,short
short_S6,50th percentile latency,cheap-fare-amount,3.28565,ms,S6,short
short_S6,60th percentile latency,cheap-fare-amount,3.64805,ms,S6,short
short_S6,70th percentile latency,cheap-fare-amount,3.96252,ms,S6,short
short_S6,75th percentile latency,cheap-fare-amount,4.12292,ms,S6,short
short_S6,80th percentile latency,cheap-fare-amount,4.28856,ms,S6,short
short_S6,90th percentile latency,cheap-fare-amount,4.69014,ms,S6,short
short_S6,99th percentile latency,cheap-fare-amount,5.76311,ms,S6,short
short_S6,99.9th percentile latency,cheap-fare-amount,6.89125,ms,S6,short
short_S6,99.99th percentile latency,cheap-fare-amount,8.56983,ms,S6,short
short_S6,100th percentile latency,cheap-fare-amount,11.1686,ms,S6,short
short_S6,50th percentile service time,cheap-fare-amount,2.37508,ms,S6,short
short_S6,90th percentile service time,cheap-fare-amount,3.63107,ms,S6,short
short_S6,99th percentile service time,cheap-fare-amount,4.64411,ms,S6,short
short_S6,99.9th percentile service time,cheap-fare-amount,5.78936,ms,S6,short
short_S6,99.99th percentile service time,cheap-fare-amount,7.32544,ms,S6,short
short_S6,100th percentile service time,cheap-fare-amount,10.3843,ms,S6,short
short_S6,error rate,cheap-fare-amount,0,%,S6,short
short_S6,Min Throughput,cheap-total-amount,6,ops/s,S6,short
short_S6,Mean Throughput,cheap-total-amount,6,ops/s,S6,short
short_S6,Median Throughput,cheap-total-amount,6,ops/s,S6,short
short_S6,Max Throughput,cheap-total-amount,6,ops/s,S6,short
short_S6,0th percentile throughput,cheap-total-amount,6.00009,ms,S6,short
short_S6,25th percentile throughput,cheap-total-amount,6.00012,ms,S6,short
short_S6,50th percentile throughput,cheap-total-amount,6.00017,ms,S6,short
short_S6,75th percentile throughput,cheap-total-amount,6.00032,ms,S6,short
short_S6,100th percentile throughput,cheap-total-amount,6.00249,ms,S6,short
short_S6,0th percentile latency,cheap-total-amount,1.47772,ms,S6,short
short_S6,10th percentile latency,cheap-total-amount,2.04333,ms,S6,short
short_S6,20th percentile latency,cheap-total-amount,2.30233,ms,S6,short
short_S6,25th percentile latency,cheap-total-amount,2.41357,ms,S6,short
short_S6,30th percentile latency,cheap-total-amount,2.52505,ms,S6,short
short_S6,40th percentile latency,cheap-total-amount,2.80495,ms,S6,short
short_S6,50th percentile latency,cheap-total-amount,3.43159,ms,S6,short
short_S6,60th percentile latency,cheap-total-amount,3.85985,ms,S6,short
short_S6,70th percentile latency,cheap-total-amount,4.16369,ms,S6,short
short_S6,75th percentile latency,cheap-total-amount,4.31295,ms,S6,short
short_S6,80th percentile latency,cheap-total-amount,4.46617,ms,S6,short
short_S6,90th percentile latency,cheap-total-amount,4.88683,ms,S6,short
short_S6,99th percentile latency,cheap-total-amount,6.18656,ms,S6,short
short_S6,99.9th percentile latency,cheap-total-amount,7.3264,ms,S6,short
short_S6,99.99th percentile latency,cheap-total-amount,8.50805,ms,S6,short
short_S6,100th percentile latency,cheap-total-amount,25.8826,ms,S6,short
short_S6,50th percentile service time,cheap-total-amount,2.51614,ms,S6,short
short_S6,90th percentile service time,cheap-total-amount,3.86121,ms,S6,short
short_S6,99th percentile service time,cheap-total-amount,5.05162,ms,S6,short
short_S6,99.9th percentile service time,cheap-total-amount,6.33504,ms,S6,short
short_S6,99.99th percentile service time,cheap-total-amount,7.49927,ms,S6,short
short_S6,100th percentile service time,cheap-total-amount,25.1738,ms,S6,short
short_S6,error rate,cheap-total-amount,0,%,S6,short
short_S6,Min Throughput,cheap-pickup,6,ops/s,S6,short
short_S6,Mean Throughput,cheap-pickup,6,ops/s,S6,short
short_S6,Median Throughput,cheap-pickup,6,ops/s,S6,short
short_S6,Max Throughput,cheap-pickup,6,ops/s,S6,short
short_S6,0th percentile throughput,cheap-pickup,6.00009,ms,S6,short
short_S6,25th percentile throughput,cheap-pickup,6.00012,ms,S6,short
short_S6,50th percentile throughput,cheap-pickup,6.00018,ms,S6,short
short_S6,75th percentile throughput,cheap-pickup,6.00033,ms,S6,short
short_S6,100th percentile throughput,cheap-pickup,6.00255,ms,S6,short
short_S6,0th percentile latency,cheap-pickup,1.4794,ms,S6,short
short_S6,10th percentile latency,cheap-pickup,2.14507,ms,S6,short
short_S6,20th percentile latency,cheap-pickup,2.38758,ms,S6,short
short_S6,25th percentile latency,cheap-pickup,2.4978,ms,S6,short
short_S6,30th percentile latency,cheap-pickup,2.6013,ms,S6,short
short_S6,40th percentile latency,cheap-pickup,2.78071,ms,S6,short
short_S6,50th percentile latency,cheap-pickup,2.96315,ms,S6,short
short_S6,60th percentile latency,cheap-pickup,3.16472,ms,S6,short
short_S6,70th percentile latency,cheap-pickup,3.37154,ms,S6,short
short_S6,75th percentile latency,cheap-pickup,3.4718,ms,S6,short
short_S6,80th percentile latency,cheap-pickup,3.5779,ms,S6,short
short_S6,90th percentile latency,cheap-pickup,3.8576,ms,S6,short
short_S6,99th percentile latency,cheap-pickup,4.70588,ms,S6,short
short_S6,99.9th percentile latency,cheap-pickup,6.35488,ms,S6,short
short_S6,99.99th percentile latency,cheap-pickup,7.39135,ms,S6,short
short_S6,100th percentile latency,cheap-pickup,17.5838,ms,S6,short
short_S6,50th percentile service time,cheap-pickup,2.10622,ms,S6,short
short_S6,90th percentile service time,cheap-pickup,2.81846,ms,S6,short
short_S6,99th percentile service time,cheap-pickup,3.4124,ms,S6,short
short_S6,99.9th percentile service time,cheap-pickup,5.27324,ms,S6,short
short_S6,99.99th percentile service time,cheap-pickup,6.12639,ms,S6,short
short_S6,100th percentile service time,cheap-pickup,16.5405,ms,S6,short
short_S6,error rate,cheap-pickup,0,%,S6,short
short_S6,Min Throughput,cheap-dropoff,6,ops/s,S6,short
short_S6,Mean Throughput,cheap-dropoff,6,ops/s,S6,short
short_S6,Median Throughput,cheap-dropoff,6,ops/s,S6,short
short_S6,Max Throughput,cheap-dropoff,6,ops/s,S6,short
short_S6,0th percentile throughput,cheap-dropoff,6.00009,ms,S6,short
short_S6,25th percentile throughput,cheap-dropoff,6.00012,ms,S6,short
short_S6,50th percentile throughput,cheap-dropoff,6.00017,ms,S6,short
short_S6,75th percentile throughput,cheap-dropoff,6.00032,ms,S6,short
short_S6,100th percentile throughput,cheap-dropoff,6.00248,ms,S6,short
short_S6,0th percentile latency,cheap-dropoff,1.54859,ms,S6,short
short_S6,10th percentile latency,cheap-dropoff,2.14675,ms,S6,short
short_S6,20th percentile latency,cheap-dropoff,2.41067,ms,S6,short
short_S6,25th percentile latency,cheap-dropoff,2.52543,ms,S6,short
short_S6,30th percentile latency,cheap-dropoff,2.62687,ms,S6,short
short_S6,40th percentile latency,cheap-dropoff,2.81009,ms,S6,short
short_S6,50th percentile latency,cheap-dropoff,3.01458,ms,S6,short
short_S6,60th percentile latency,cheap-dropoff,3.22311,ms,S6,short
short_S6,70th percentile latency,cheap-dropoff,3.42751,ms,S6,short
short_S6,75th percentile latency,cheap-dropoff,3.52876,ms,S6,short
short_S6,80th percentile latency,cheap-dropoff,3.6348,ms,S6,short
short_S6,90th percentile latency,cheap-dropoff,3.91666,ms,S6,short
short_S6,99th percentile latency,cheap-dropoff,4.64539,ms,S6,short
short_S6,99.9th percentile latency,cheap-dropoff,6.21426,ms,S6,short
short_S6,99.99th percentile latency,cheap-dropoff,7.46483,ms,S6,short
short_S6,100th percentile latency,cheap-dropoff,8.5346,ms,S6,short
short_S6,50th percentile service time,cheap-dropoff,2.17823,ms,S6,short
short_S6,90th percentile service time,cheap-dropoff,2.85605,ms,S6,short
short_S6,99th percentile service time,cheap-dropoff,3.46105,ms,S6,short
short_S6,99.9th percentile service time,cheap-dropoff,5.14077,ms,S6,short
short_S6,99.99th percentile service time,cheap-dropoff,6.35005,ms,S6,short
short_S6,100th percentile service time,cheap-dropoff,7.171,ms,S6,short
short_S6,error rate,cheap-dropoff,0,%,S6,short
short_S6,Min Throughput,autohisto-agg,1.5,ops/s,S6,short
short_S6,Mean Throughput,autohisto-agg,1.5,ops/s,S6,short
short_S6,Median Throughput,autohisto-agg,1.5,ops/s,S6,short
short_S6,Max Throughput,autohisto-agg,1.5,ops/s,S6,short
short_S6,0th percentile throughput,autohisto-agg,1.50015,ms,S6,short
short_S6,25th percentile throughput,autohisto-agg,1.5002,ms,S6,short
short_S6,50th percentile throughput,autohisto-agg,1.50029,ms,S6,short
short_S6,75th percentile throughput,autohisto-agg,1.50054,ms,S6,short
short_S6,100th percentile throughput,autohisto-agg,1.5041,ms,S6,short
short_S6,0th percentile latency,autohisto-agg,2.15882,ms,S6,short
short_S6,10th percentile latency,autohisto-agg,3.48224,ms,S6,short
short_S6,20th percentile latency,autohisto-agg,3.88406,ms,S6,short
short_S6,25th percentile latency,autohisto-agg,4.06138,ms,S6,short
short_S6,30th percentile latency,autohisto-agg,4.41159,ms,S6,short
short_S6,40th percentile latency,autohisto-agg,8.49305,ms,S6,short
short_S6,50th percentile latency,autohisto-agg,11.1921,ms,S6,short
short_S6,60th percentile latency,autohisto-agg,14.1105,ms,S6,short
short_S6,70th percentile latency,autohisto-agg,18.7891,ms,S6,short
short_S6,75th percentile latency,autohisto-agg,21.618,ms,S6,short
short_S6,80th percentile latency,autohisto-agg,25.2012,ms,S6,short
short_S6,90th percentile latency,autohisto-agg,33.9134,ms,S6,short
short_S6,99th percentile latency,autohisto-agg,49.8168,ms,S6,short
short_S6,99.9th percentile latency,autohisto-agg,68.6286,ms,S6,short
short_S6,100th percentile latency,autohisto-agg,75.0082,ms,S6,short
short_S6,50th percentile service time,autohisto-agg,9.71859,ms,S6,short
short_S6,90th percentile service time,autohisto-agg,32.4755,ms,S6,short
short_S6,99th percentile service time,autohisto-agg,48.3705,ms,S6,short
short_S6,99.9th percentile service time,autohisto-agg,67.2977,ms,S6,short
short_S6,100th percentile service time,autohisto-agg,73.9157,ms,S6,short
short_S6,error rate,autohisto-agg,0,%,S6,short
short_S6,Min Throughput,date-histogram-agg,1.5,ops/s,S6,short
short_S6,Mean Throughput,date-histogram-agg,1.5,ops/s,S6,short
short_S6,Median Throughput,date-histogram-agg,1.5,ops/s,S6,short
short_S6,Max Throughput,date-histogram-agg,1.5,ops/s,S6,short
short_S6,0th percentile throughput,date-histogram-agg,1.50016,ms,S6,short
short_S6,25th percentile throughput,date-histogram-agg,1.50021,ms,S6,short
short_S6,50th percentile throughput,date-histogram-agg,1.5003,ms,S6,short
short_S6,75th percentile throughput,date-histogram-agg,1.50056,ms,S6,short
short_S6,100th percentile throughput,date-histogram-agg,1.50432,ms,S6,short
short_S6,0th percentile latency,date-histogram-agg,2.26648,ms,S6,short
short_S6,10th percentile latency,date-histogram-agg,3.27337,ms,S6,short
short_S6,20th percentile latency,date-histogram-agg,3.61496,ms,S6,short
short_S6,25th percentile latency,date-histogram-agg,3.80484,ms,S6,short
short_S6,30th percentile latency,date-histogram-agg,4.04121,ms,S6,short
short_S6,40th percentile latency,date-histogram-agg,5.77007,ms,S6,short
short_S6,50th percentile latency,date-histogram-agg,6.50877,ms,S6,short
short_S6,60th percentile latency,date-histogram-agg,7.35436,ms,S6,short
short_S6,70th percentile latency,date-histogram-agg,8.27388,ms,S6,short
short_S6,75th percentile latency,date-histogram-agg,8.78611,ms,S6,short
short_S6,80th percentile latency,date-histogram-agg,9.40461,ms,S6,short
short_S6,90th percentile latency,date-histogram-agg,11.0545,ms,S6,short
short_S6,99th percentile latency,date-histogram-agg,17.0928,ms,S6,short
short_S6,99.9th percentile latency,date-histogram-agg,21.1746,ms,S6,short
short_S6,100th percentile latency,date-histogram-agg,34.026,ms,S6,short
short_S6,50th percentile service time,date-histogram-agg,4.97974,ms,S6,short
short_S6,90th percentile service time,date-histogram-agg,9.50268,ms,S6,short
short_S6,99th percentile service time,date-histogram-agg,15.392,ms,S6,short
short_S6,99.9th percentile service time,date-histogram-agg,19.5259,ms,S6,short
short_S6,100th percentile service time,date-histogram-agg,32.6351,ms,S6,short
short_S6,error rate,date-histogram-agg,0,%,S6,short
short_S6,Min Throughput,date-histogram-calendar-interval,1.5,ops/s,S6,short
short_S6,Mean Throughput,date-histogram-calendar-interval,1.5,ops/s,S6,short
short_S6,Median Throughput,date-histogram-calendar-interval,1.5,ops/s,S6,short
short_S6,Max Throughput,date-histogram-calendar-interval,1.5,ops/s,S6,short
short_S6,0th percentile throughput,date-histogram-calendar-interval,1.50016,ms,S6,short
short_S6,25th percentile throughput,date-histogram-calendar-interval,1.50021,ms,S6,short
short_S6,50th percentile throughput,date-histogram-calendar-interval,1.5003,ms,S6,short
short_S6,75th percentile throughput,date-histogram-calendar-interval,1.50056,ms,S6,short
short_S6,100th percentile throughput,date-histogram-calendar-interval,1.50432,ms,S6,short
short_S6,0th percentile latency,date-histogram-calendar-interval,2.21328,ms,S6,short
short_S6,10th percentile latency,date-histogram-calendar-interval,3.22637,ms,S6,short
short_S6,20th percentile latency,date-histogram-calendar-interval,3.53414,ms,S6,short
short_S6,25th percentile latency,date-histogram-calendar-interval,3.66944,ms,S6,short
short_S6,30th percentile latency,date-histogram-calendar-interval,3.87761,ms,S6,short
short_S6,40th percentile latency,date-histogram-calendar-interval,5.13642,ms,S6,short
short_S6,50th percentile latency,date-histogram-calendar-interval,5.40906,ms,S6,short
short_S6,60th percentile latency,date-histogram-calendar-interval,5.64068,ms,S6,short
short_S6,70th percentile latency,date-histogram-calendar-interval,5.95764,ms,S6,short
short_S6,75th percentile latency,date-histogram-calendar-interval,6.26053,ms,S6,short
short_S6,80th percentile latency,date-histogram-calendar-interval,6.67961,ms,S6,short
short_S6,90th percentile latency,date-histogram-calendar-interval,7.2607,ms,S6,short
short_S6,99th percentile latency,date-histogram-calendar-interval,7.98674,ms,S6,short
short_S6,99.9th percentile latency,date-histogram-calendar-interval,9.76789,ms,S6,short
short_S6,100th percentile latency,date-histogram-calendar-interval,12.7738,ms,S6,short
short_S6,50th percentile service time,date-histogram-calendar-interval,3.89462,ms,S6,short
short_S6,90th percentile service time,date-histogram-calendar-interval,5.75325,ms,S6,short
short_S6,99th percentile service time,date-histogram-calendar-interval,6.22648,ms,S6,short
short_S6,99.9th percentile service time,date-histogram-calendar-interval,8.17108,ms,S6,short
short_S6,100th percentile service time,date-histogram-calendar-interval,11.757,ms,S6,short
short_S6,error rate,date-histogram-calendar-interval,0,%,S6,short
short_S6,Min Throughput,date-histogram-calendar-interval-with-tz,1.5,ops/s,S6,short
short_S6,Mean Throughput,date-histogram-calendar-interval-with-tz,1.5,ops/s,S6,short
short_S6,Median Throughput,date-histogram-calendar-interval-with-tz,1.5,ops/s,S6,short
short_S6,Max Throughput,date-histogram-calendar-interval-with-tz,1.5,ops/s,S6,short
short_S6,0th percentile throughput,date-histogram-calendar-interval-with-tz,1.50014,ms,S6,short
short_S6,25th percentile throughput,date-histogram-calendar-interval-with-tz,1.50018,ms,S6,short
short_S6,50th percentile throughput,date-histogram-calendar-interval-with-tz,1.50026,ms,S6,short
short_S6,75th percentile throughput,date-histogram-calendar-interval-with-tz,1.50049,ms,S6,short
short_S6,100th percentile throughput,date-histogram-calendar-interval-with-tz,1.50374,ms,S6,short
short_S6,0th percentile latency,date-histogram-calendar-interval-with-tz,2.26678,ms,S6,short
short_S6,10th percentile latency,date-histogram-calendar-interval-with-tz,3.22608,ms,S6,short
short_S6,20th percentile latency,date-histogram-calendar-interval-with-tz,3.50528,ms,S6,short
short_S6,25th percentile latency,date-histogram-calendar-interval-with-tz,3.6278,ms,S6,short
short_S6,30th percentile latency,date-histogram-calendar-interval-with-tz,3.81688,ms,S6,short
short_S6,40th percentile latency,date-histogram-calendar-interval-with-tz,8.35467,ms,S6,short
short_S6,50th percentile latency,date-histogram-calendar-interval-with-tz,12.2778,ms,S6,short
short_S6,60th percentile latency,date-histogram-calendar-interval-with-tz,16.9096,ms,S6,short
short_S6,70th percentile latency,date-histogram-calendar-interval-with-tz,22.2255,ms,S6,short
short_S6,75th percentile latency,date-histogram-calendar-interval-with-tz,25.2839,ms,S6,short
short_S6,80th percentile latency,date-histogram-calendar-interval-with-tz,28.6552,ms,S6,short
short_S6,90th percentile latency,date-histogram-calendar-interval-with-tz,36.7177,ms,S6,short
short_S6,99th percentile latency,date-histogram-calendar-interval-with-tz,54.6945,ms,S6,short
short_S6,99.9th percentile latency,date-histogram-calendar-interval-with-tz,70.6874,ms,S6,short
short_S6,100th percentile latency,date-histogram-calendar-interval-with-tz,90.5904,ms,S6,short
short_S6,50th percentile service time,date-histogram-calendar-interval-with-tz,10.7658,ms,S6,short
short_S6,90th percentile service time,date-histogram-calendar-interval-with-tz,35.3237,ms,S6,short
short_S6,99th percentile service time,date-histogram-calendar-interval-with-tz,53.2899,ms,S6,short
short_S6,99.9th percentile service time,date-histogram-calendar-interval-with-tz,69.3086,ms,S6,short
short_S6,100th percentile service time,date-histogram-calendar-interval-with-tz,88.8568,ms,S6,short
short_S6,error rate,date-histogram-calendar-interval-with-tz,0,%,S6,short
short_S6,Min Throughput,date-histogram-fixed-interval,1.5,ops/s,S6,short
short_S6,Mean Throughput,date-histogram-fixed-interval,1.5,ops/s,S6,short
short_S6,Median Throughput,date-histogram-fixed-interval,1.5,ops/s,S6,short
short_S6,Max Throughput,date-histogram-fixed-interval,1.5,ops/s,S6,short
short_S6,0th percentile throughput,date-histogram-fixed-interval,1.50016,ms,S6,short
short_S6,25th percentile throughput,date-histogram-fixed-interval,1.50021,ms,S6,short
short_S6,50th percentile throughput,date-histogram-fixed-interval,1.5003,ms,S6,short
short_S6,75th percentile throughput,date-histogram-fixed-interval,1.50056,ms,S6,short
short_S6,100th percentile throughput,date-histogram-fixed-interval,1.50432,ms,S6,short
short_S6,0th percentile latency,date-histogram-fixed-interval,2.15337,ms,S6,short
short_S6,10th percentile latency,date-histogram-fixed-interval,3.2662,ms,S6,short
short_S6,20th percentile latency,date-histogram-fixed-interval,3.58594,ms,S6,short
short_S6,25th percentile latency,date-histogram-fixed-interval,3.75962,ms,S6,short
short_S6,30th percentile latency,date-histogram-fixed-interval,3.94867,ms,S6,short
short_S6,40th percentile latency,date-histogram-fixed-interval,5.231,ms,S6,short
short_S6,50th percentile latency,date-histogram-fixed-interval,5.57455,ms,S6,short
short_S6,60th percentile latency,date-histogram-fixed-interval,5.89403,ms,S6,short
short_S6,70th percentile latency,date-histogram-fixed-interval,6.27729,ms,S6,short
short_S6,75th percentile latency,date-histogram-fixed-interval,6.55737,ms,S6,short
short_S6,80th percentile latency,date-histogram-fixed-interval,6.86095,ms,S6,short
short_S6,90th percentile latency,date-histogram-fixed-interval,7.51932,ms,S6,short
short_S6,99th percentile latency,date-histogram-fixed-interval,8.99536,ms,S6,short
short_S6,99.9th percentile latency,date-histogram-fixed-interval,10.3681,ms,S6,short
short_S6,100th percentile latency,date-histogram-fixed-interval,13.4334,ms,S6,short
short_S6,50th percentile service time,date-histogram-fixed-interval,4.05053,ms,S6,short
short_S6,90th percentile service time,date-histogram-fixed-interval,5.8827,ms,S6,short
short_S6,99th percentile service time,date-histogram-fixed-interval,7.3213,ms,S6,short
short_S6,99.9th percentile service time,date-histogram-fixed-interval,9.01337,ms,S6,short
