Run,Task,Operation,Time,Unit,Percentage,Run type
short_S2,[1m,S2,short
short_S2,------------------------------------------------------,S2,short
short_S2,_______             __   _____,S2,short
short_S2,/ ____(_)___  ____ _/ /  / ___/_________  ________,S2,short
short_S2,/ /_  / / __ \/ __ `/ /   \__ \/ ___/ __ \/ ___/ _ \,S2,short
short_S2,/ __/ / / / / / /_/ / /   ___/ / /__/ /_/ / /  /  __/,S2,short
short_S2,/_/   /_/_/ /_/\__,_/_/   /____/\___/\____/_/   \___/,S2,short
short_S2,------------------------------------------------------,S2,short
short_S2,[0m,S2,short
short_S2,Metric,Task,Value,Unit,S2,short
short_S2,---------------------------------------------------------------:,-----------------------------------------:,------------:,-------:,S2,short
short_S2,Cumulative indexing time of primary shards,2860.81,min,S2,short
short_S2,Min cumulative indexing time across primary shards,2860.81,min,S2,short
short_S2,Median cumulative indexing time across primary shards,2860.81,min,S2,short
short_S2,Max cumulative indexing time across primary shards,2860.81,min,S2,short
short_S2,Cumulative indexing throttle time of primary shards,0,min,S2,short
short_S2,Min cumulative indexing throttle time across primary shards,0,min,S2,short
short_S2,Median cumulative indexing throttle time across primary shards,0,min,S2,short
short_S2,Max cumulative indexing throttle time across primary shards,0,min,S2,short
short_S2,Cumulative merge time of primary shards,285.434,min,S2,short
short_S2,Cumulative merge count of primary shards,536,S2,short
short_S2,Min cumulative merge time across primary shards,285.434,min,S2,short
short_S2,Median cumulative merge time across primary shards,285.434,min,S2,short
short_S2,Max cumulative merge time across primary shards,285.434,min,S2,short
short_S2,Cumulative merge throttle time of primary shards,137.234,min,S2,short
short_S2,Min cumulative merge throttle time across primary shards,137.234,min,S2,short
short_S2,Median cumulative merge throttle time across primary shards,137.234,min,S2,short
short_S2,Max cumulative merge throttle time across primary shards,137.234,min,S2,short
short_S2,Cumulative refresh time of primary shards,8.59305,min,S2,short
short_S2,Cumulative refresh count of primary shards,398,S2,short
short_S2,Min cumulative refresh time across primary shards,8.59305,min,S2,short
short_S2,Median cumulative refresh time across primary shards,8.59305,min,S2,short
short_S2,Max cumulative refresh time across primary shards,8.59305,min,S2,short
short_S2,Cumulative flush time of primary shards,1.83853,min,S2,short
short_S2,Cumulative flush count of primary shards,39,S2,short
short_S2,Min cumulative flush time across primary shards,1.83853,min,S2,short
short_S2,Median cumulative flush time across primary shards,1.83853,min,S2,short
short_S2,Max cumulative flush time across primary shards,1.83853,min,S2,short
short_S2,Total Young Gen GC time,284.235,s,S2,short
short_S2,Total Young Gen GC count,10662,S2,short
short_S2,Total Old Gen GC time,0,s,S2,short
short_S2,Total Old Gen GC count,0,S2,short
short_S2,Store size,25.1864,GB,S2,short
short_S2,Translog size,5.12227e-08,GB,S2,short
short_S2,Heap used for segments,0,MB,S2,short
short_S2,Heap used for doc values,0,MB,S2,short
short_S2,Heap used for terms,0,MB,S2,short
short_S2,Heap used for norms,0,MB,S2,short
short_S2,Heap used for points,0,MB,S2,short
short_S2,Heap used for stored fields,0,MB,S2,short
short_S2,Segment count,31,S2,short
short_S2,Min Throughput,index,14923.7,docs/s,S2,short
short_S2,Mean Throughput,index,16781.4,docs/s,S2,short
short_S2,Median Throughput,index,15934.4,docs/s,S2,short
short_S2,Max Throughput,index,27425.9,docs/s,S2,short
short_S2,0th percentile throughput,index,14923.7,ms,S2,short
short_S2,25th percentile throughput,index,15376.7,ms,S2,short
short_S2,50th percentile throughput,index,15941.1,ms,S2,short
short_S2,75th percentile throughput,index,17238.1,ms,S2,short
short_S2,100th percentile throughput,index,27425.9,ms,S2,short
short_S2,0th percentile latency,index,2165.6,ms,S2,short
short_S2,10th percentile latency,index,8685.23,ms,S2,short
short_S2,20th percentile latency,index,9461.37,ms,S2,short
short_S2,25th percentile latency,index,9713.56,ms,S2,short
short_S2,30th percentile latency,index,9939.91,ms,S2,short
short_S2,40th percentile latency,index,10419.1,ms,S2,short
short_S2,50th percentile latency,index,10820.9,ms,S2,short
short_S2,60th percentile latency,index,11242.2,ms,S2,short
short_S2,70th percentile latency,index,11668.2,ms,S2,short
short_S2,75th percentile latency,index,11946,ms,S2,short
short_S2,80th percentile latency,index,12266.5,ms,S2,short
short_S2,90th percentile latency,index,13041.6,ms,S2,short
short_S2,99th percentile latency,index,14519.9,ms,S2,short
short_S2,99.9th percentile latency,index,15217.3,ms,S2,short
short_S2,99.99th percentile latency,index,15949.2,ms,S2,short
short_S2,100th percentile latency,index,16319.4,ms,S2,short
short_S2,50th percentile service time,index,10821.2,ms,S2,short
short_S2,90th percentile service time,index,13040.3,ms,S2,short
short_S2,99th percentile service time,index,14519.3,ms,S2,short
short_S2,99.9th percentile service time,index,15217.3,ms,S2,short
short_S2,99.99th percentile service time,index,15949.2,ms,S2,short
short_S2,100th percentile service time,index,16319.4,ms,S2,short
short_S2,error rate,index,0,%,S2,short
short_S2,Min Throughput,wait-until-merges-finish,0.1,ops/s,S2,short
short_S2,Mean Throughput,wait-until-merges-finish,0.1,ops/s,S2,short
short_S2,Median Throughput,wait-until-merges-finish,0.1,ops/s,S2,short
short_S2,Max Throughput,wait-until-merges-finish,0.1,ops/s,S2,short
short_S2,100th percentile throughput,wait-until-merges-finish,0.0991049,ms,S2,short
short_S2,100th percentile latency,wait-until-merges-finish,10089.8,ms,S2,short
short_S2,100th percentile service time,wait-until-merges-finish,10089.8,ms,S2,short
short_S2,error rate,wait-until-merges-finish,0,%,S2,short
short_S2,Min Throughput,cheap-tip-amount,6,ops/s,S2,short
short_S2,Mean Throughput,cheap-tip-amount,6,ops/s,S2,short
short_S2,Median Throughput,cheap-tip-amount,6,ops/s,S2,short
short_S2,Max Throughput,cheap-tip-amount,6,ops/s,S2,short
short_S2,0th percentile throughput,cheap-tip-amount,6,ms,S2,short
short_S2,25th percentile throughput,cheap-tip-amount,6.00001,ms,S2,short
short_S2,50th percentile throughput,cheap-tip-amount,6.00001,ms,S2,short
short_S2,75th percentile throughput,cheap-tip-amount,6.00002,ms,S2,short
short_S2,100th percentile throughput,cheap-tip-amount,6.00017,ms,S2,short
short_S2,0th percentile latency,cheap-tip-amount,1.7085,ms,S2,short
short_S2,10th percentile latency,cheap-tip-amount,2.80658,ms,S2,short
short_S2,20th percentile latency,cheap-tip-amount,4.19018,ms,S2,short
short_S2,25th percentile latency,cheap-tip-amount,4.34316,ms,S2,short
short_S2,30th percentile latency,cheap-tip-amount,4.46179,ms,S2,short
short_S2,40th percentile latency,cheap-tip-amount,4.66093,ms,S2,short
short_S2,50th percentile latency,cheap-tip-amount,4.84119,ms,S2,short
short_S2,60th percentile latency,cheap-tip-amount,5.04064,ms,S2,short
short_S2,70th percentile latency,cheap-tip-amount,5.27711,ms,S2,short
short_S2,75th percentile latency,cheap-tip-amount,5.44344,ms,S2,short
short_S2,80th percentile latency,cheap-tip-amount,5.6753,ms,S2,short
short_S2,90th percentile latency,cheap-tip-amount,6.60668,ms,S2,short
short_S2,99th percentile latency,cheap-tip-amount,8.53411,ms,S2,short
short_S2,99.9th percentile latency,cheap-tip-amount,9.50053,ms,S2,short
short_S2,99.99th percentile latency,cheap-tip-amount,13.0879,ms,S2,short
short_S2,100th percentile latency,cheap-tip-amount,15.1676,ms,S2,short
short_S2,50th percentile service time,cheap-tip-amount,3.76177,ms,S2,short
short_S2,90th percentile service time,cheap-tip-amount,5.54227,ms,S2,short
short_S2,99th percentile service time,cheap-tip-amount,7.41233,ms,S2,short
short_S2,99.9th percentile service time,cheap-tip-amount,8.21327,ms,S2,short
short_S2,99.99th percentile service time,cheap-tip-amount,11.9638,ms,S2,short
short_S2,100th percentile service time,cheap-tip-amount,14.3111,ms,S2,short
short_S2,error rate,cheap-tip-amount,0,%,S2,short
short_S2,Min Throughput,cheap-fare-amount,6,ops/s,S2,short
short_S2,Mean Throughput,cheap-fare-amount,6,ops/s,S2,short
short_S2,Median Throughput,cheap-fare-amount,6,ops/s,S2,short
short_S2,Max Throughput,cheap-fare-amount,6,ops/s,S2,short
short_S2,0th percentile throughput,cheap-fare-amount,5.99998,ms,S2,short
short_S2,25th percentile throughput,cheap-fare-amount,6,ms,S2,short
short_S2,50th percentile throughput,cheap-fare-amount,6,ms,S2,short
short_S2,75th percentile throughput,cheap-fare-amount,6,ms,S2,short
short_S2,100th percentile throughput,cheap-fare-amount,6.00001,ms,S2,short
short_S2,0th percentile latency,cheap-fare-amount,1.71796,ms,S2,short
short_S2,10th percentile latency,cheap-fare-amount,3.20131,ms,S2,short
short_S2,20th percentile latency,cheap-fare-amount,4.33752,ms,S2,short
short_S2,25th percentile latency,cheap-fare-amount,4.51064,ms,S2,short
short_S2,30th percentile latency,cheap-fare-amount,4.6598,ms,S2,short
short_S2,40th percentile latency,cheap-fare-amount,4.90971,ms,S2,short
short_S2,50th percentile latency,cheap-fare-amount,5.16484,ms,S2,short
short_S2,60th percentile latency,cheap-fare-amount,5.4493,ms,S2,short
short_S2,70th percentile latency,cheap-fare-amount,5.86473,ms,S2,short
short_S2,75th percentile latency,cheap-fare-amount,6.14133,ms,S2,short
short_S2,80th percentile latency,cheap-fare-amount,6.43679,ms,S2,short
short_S2,90th percentile latency,cheap-fare-amount,7.12439,ms,S2,short
short_S2,99th percentile latency,cheap-fare-amount,9.74047,ms,S2,short
short_S2,99.9th percentile latency,cheap-fare-amount,10.9043,ms,S2,short
short_S2,99.99th percentile latency,cheap-fare-amount,14.4193,ms,S2,short
short_S2,100th percentile latency,cheap-fare-amount,16.1529,ms,S2,short
short_S2,50th percentile service time,cheap-fare-amount,4.08288,ms,S2,short
short_S2,90th percentile service time,cheap-fare-amount,5.99684,ms,S2,short
short_S2,99th percentile service time,cheap-fare-amount,8.67022,ms,S2,short
short_S2,99.9th percentile service time,cheap-fare-amount,9.6744,ms,S2,short
short_S2,99.99th percentile service time,cheap-fare-amount,13.3094,ms,S2,short
short_S2,100th percentile service time,cheap-fare-amount,14.9701,ms,S2,short
short_S2,error rate,cheap-fare-amount,0,%,S2,short
short_S2,Min Throughput,cheap-total-amount,6,ops/s,S2,short
short_S2,Mean Throughput,cheap-total-amount,6,ops/s,S2,short
short_S2,Median Throughput,cheap-total-amount,6,ops/s,S2,short
short_S2,Max Throughput,cheap-total-amount,6,ops/s,S2,short
short_S2,0th percentile throughput,cheap-total-amount,5.99997,ms,S2,short
short_S2,25th percentile throughput,cheap-total-amount,6,ms,S2,short
short_S2,50th percentile throughput,cheap-total-amount,6,ms,S2,short
short_S2,75th percentile throughput,cheap-total-amount,6,ms,S2,short
short_S2,100th percentile throughput,cheap-total-amount,6,ms,S2,short
short_S2,0th percentile latency,cheap-total-amount,1.73564,ms,S2,short
short_S2,10th percentile latency,cheap-total-amount,3.39276,ms,S2,short
short_S2,20th percentile latency,cheap-total-amount,4.73195,ms,S2,short
short_S2,25th percentile latency,cheap-total-amount,4.92457,ms,S2,short
short_S2,30th percentile latency,cheap-total-amount,5.07402,ms,S2,short
short_S2,40th percentile latency,cheap-total-amount,5.32775,ms,S2,short
short_S2,50th percentile latency,cheap-total-amount,5.57612,ms,S2,short
short_S2,60th percentile latency,cheap-total-amount,5.85399,ms,S2,short
short_S2,70th percentile latency,cheap-total-amount,6.31185,ms,S2,short
short_S2,75th percentile latency,cheap-total-amount,6.64047,ms,S2,short
short_S2,80th percentile latency,cheap-total-amount,6.95935,ms,S2,short
short_S2,90th percentile latency,cheap-total-amount,7.63235,ms,S2,short
short_S2,99th percentile latency,cheap-total-amount,10.3008,ms,S2,short
short_S2,99.9th percentile latency,cheap-total-amount,12.2279,ms,S2,short
short_S2,99.99th percentile latency,cheap-total-amount,15.6249,ms,S2,short
short_S2,100th percentile latency,cheap-total-amount,17.4057,ms,S2,short
short_S2,50th percentile service time,cheap-total-amount,4.48334,ms,S2,short
short_S2,90th percentile service time,cheap-total-amount,6.47843,ms,S2,short
short_S2,99th percentile service time,cheap-total-amount,9.18347,ms,S2,short
short_S2,99.9th percentile service time,cheap-total-amount,11.2007,ms,S2,short
short_S2,99.99th percentile service time,cheap-total-amount,14.4591,ms,S2,short
short_S2,100th percentile service time,cheap-total-amount,16.1341,ms,S2,short
short_S2,error rate,cheap-total-amount,0,%,S2,short
short_S2,Min Throughput,cheap-pickup,6,ops/s,S2,short
short_S2,Mean Throughput,cheap-pickup,6,ops/s,S2,short
short_S2,Median Throughput,cheap-pickup,6,ops/s,S2,short
short_S2,Max Throughput,cheap-pickup,6,ops/s,S2,short
short_S2,0th percentile throughput,cheap-pickup,6,ms,S2,short
short_S2,25th percentile throughput,cheap-pickup,6,ms,S2,short
short_S2,50th percentile throughput,cheap-pickup,6,ms,S2,short
short_S2,75th percentile throughput,cheap-pickup,6,ms,S2,short
short_S2,100th percentile throughput,cheap-pickup,6.00003,ms,S2,short
short_S2,0th percentile latency,cheap-pickup,1.83329,ms,S2,short
short_S2,10th percentile latency,cheap-pickup,3.17356,ms,S2,short
short_S2,20th percentile latency,cheap-pickup,5.24244,ms,S2,short
short_S2,25th percentile latency,cheap-pickup,5.39737,ms,S2,short
short_S2,30th percentile latency,cheap-pickup,5.51666,ms,S2,short
short_S2,40th percentile latency,cheap-pickup,5.72144,ms,S2,short
short_S2,50th percentile latency,cheap-pickup,5.92466,ms,S2,short
short_S2,60th percentile latency,cheap-pickup,6.1718,ms,S2,short
short_S2,70th percentile latency,cheap-pickup,6.76234,ms,S2,short
short_S2,75th percentile latency,cheap-pickup,7.38884,ms,S2,short
short_S2,80th percentile latency,cheap-pickup,7.95712,ms,S2,short
short_S2,90th percentile latency,cheap-pickup,8.67114,ms,S2,short
short_S2,99th percentile latency,cheap-pickup,9.57999,ms,S2,short
short_S2,99.9th percentile latency,cheap-pickup,10.8827,ms,S2,short
short_S2,99.99th percentile latency,cheap-pickup,14.0665,ms,S2,short
short_S2,100th percentile latency,cheap-pickup,21.4124,ms,S2,short
short_S2,50th percentile service time,cheap-pickup,4.79818,ms,S2,short
short_S2,90th percentile service time,cheap-pickup,7.63129,ms,S2,short
short_S2,99th percentile service time,cheap-pickup,8.27404,ms,S2,short
short_S2,99.9th percentile service time,cheap-pickup,9.98509,ms,S2,short
short_S2,99.99th percentile service time,cheap-pickup,12.8326,ms,S2,short
short_S2,100th percentile service time,cheap-pickup,19.8646,ms,S2,short
short_S2,error rate,cheap-pickup,0,%,S2,short
short_S2,Min Throughput,cheap-dropoff,6,ops/s,S2,short
short_S2,Mean Throughput,cheap-dropoff,6,ops/s,S2,short
short_S2,Median Throughput,cheap-dropoff,6,ops/s,S2,short
short_S2,Max Throughput,cheap-dropoff,6,ops/s,S2,short
short_S2,0th percentile throughput,cheap-dropoff,5.99999,ms,S2,short
short_S2,25th percentile throughput,cheap-dropoff,6,ms,S2,short
short_S2,50th percentile throughput,cheap-dropoff,6,ms,S2,short
short_S2,75th percentile throughput,cheap-dropoff,6,ms,S2,short
short_S2,100th percentile throughput,cheap-dropoff,6.00001,ms,S2,short
short_S2,0th percentile latency,cheap-dropoff,1.85688,ms,S2,short
short_S2,10th percentile latency,cheap-dropoff,3.26729,ms,S2,short
short_S2,20th percentile latency,cheap-dropoff,5.36355,ms,S2,short
short_S2,25th percentile latency,cheap-dropoff,5.5169,ms,S2,short
short_S2,30th percentile latency,cheap-dropoff,5.63405,ms,S2,short
short_S2,40th percentile latency,cheap-dropoff,5.83481,ms,S2,short
short_S2,50th percentile latency,cheap-dropoff,6.01888,ms,S2,short
short_S2,60th percentile latency,cheap-dropoff,6.2411,ms,S2,short
short_S2,70th percentile latency,cheap-dropoff,6.8765,ms,S2,short
short_S2,75th percentile latency,cheap-dropoff,7.60078,ms,S2,short
short_S2,80th percentile latency,cheap-dropoff,8.03936,ms,S2,short
short_S2,90th percentile latency,cheap-dropoff,8.73743,ms,S2,short
short_S2,99th percentile latency,cheap-dropoff,9.57688,ms,S2,short
short_S2,99.9th percentile latency,cheap-dropoff,11.6476,ms,S2,short
short_S2,99.99th percentile latency,cheap-dropoff,14.4497,ms,S2,short
short_S2,100th percentile latency,cheap-dropoff,16.5195,ms,S2,short
short_S2,50th percentile service time,cheap-dropoff,4.91307,ms,S2,short
short_S2,90th percentile service time,cheap-dropoff,7.67023,ms,S2,short
short_S2,99th percentile service time,cheap-dropoff,8.30801,ms,S2,short
short_S2,99.9th percentile service time,cheap-dropoff,10.4775,ms,S2,short
short_S2,99.99th percentile service time,cheap-dropoff,12.8558,ms,S2,short
short_S2,100th percentile service time,cheap-dropoff,15.0927,ms,S2,short
short_S2,error rate,cheap-dropoff,0,%,S2,short
short_S2,Min Throughput,autohisto-agg,1.5,ops/s,S2,short
short_S2,Mean Throughput,autohisto-agg,1.5,ops/s,S2,short
short_S2,Median Throughput,autohisto-agg,1.5,ops/s,S2,short
short_S2,Max Throughput,autohisto-agg,1.5,ops/s,S2,short
short_S2,0th percentile throughput,autohisto-agg,1.50006,ms,S2,short
short_S2,25th percentile throughput,autohisto-agg,1.50008,ms,S2,short
short_S2,50th percentile throughput,autohisto-agg,1.50012,ms,S2,short
short_S2,75th percentile throughput,autohisto-agg,1.50022,ms,S2,short
short_S2,100th percentile throughput,autohisto-agg,1.50168,ms,S2,short
short_S2,0th percentile latency,autohisto-agg,2.8483,ms,S2,short
short_S2,10th percentile latency,autohisto-agg,13.9226,ms,S2,short
short_S2,20th percentile latency,autohisto-agg,27.8009,ms,S2,short
short_S2,25th percentile latency,autohisto-agg,32.4193,ms,S2,short
short_S2,30th percentile latency,autohisto-agg,36.1537,ms,S2,short
short_S2,40th percentile latency,autohisto-agg,46.464,ms,S2,short
short_S2,50th percentile latency,autohisto-agg,60.1114,ms,S2,short
short_S2,60th percentile latency,autohisto-agg,76.9404,ms,S2,short
short_S2,70th percentile latency,autohisto-agg,99.8131,ms,S2,short
short_S2,75th percentile latency,autohisto-agg,113.383,ms,S2,short
short_S2,80th percentile latency,autohisto-agg,128.93,ms,S2,short
short_S2,90th percentile latency,autohisto-agg,165.065,ms,S2,short
short_S2,99th percentile latency,autohisto-agg,220.735,ms,S2,short
short_S2,99.9th percentile latency,autohisto-agg,247.706,ms,S2,short
short_S2,100th percentile latency,autohisto-agg,281.154,ms,S2,short
short_S2,50th percentile service time,autohisto-agg,58.5605,ms,S2,short
short_S2,90th percentile service time,autohisto-agg,163.59,ms,S2,short
short_S2,99th percentile service time,autohisto-agg,219.447,ms,S2,short
short_S2,99.9th percentile service time,autohisto-agg,246.413,ms,S2,short
short_S2,100th percentile service time,autohisto-agg,280.073,ms,S2,short
short_S2,error rate,autohisto-agg,0,%,S2,short
short_S2,Min Throughput,date-histogram-agg,1.5,ops/s,S2,short
short_S2,Mean Throughput,date-histogram-agg,1.5,ops/s,S2,short
short_S2,Median Throughput,date-histogram-agg,1.5,ops/s,S2,short
short_S2,Max Throughput,date-histogram-agg,1.5,ops/s,S2,short
short_S2,0th percentile throughput,date-histogram-agg,1.50013,ms,S2,short
short_S2,25th percentile throughput,date-histogram-agg,1.50018,ms,S2,short
short_S2,50th percentile throughput,date-histogram-agg,1.50026,ms,S2,short
short_S2,75th percentile throughput,date-histogram-agg,1.50048,ms,S2,short
short_S2,100th percentile throughput,date-histogram-agg,1.50368,ms,S2,short
short_S2,0th percentile latency,date-histogram-agg,2.85177,ms,S2,short
short_S2,10th percentile latency,date-histogram-agg,9.9077,ms,S2,short
short_S2,20th percentile latency,date-histogram-agg,12.7001,ms,S2,short
short_S2,25th percentile latency,date-histogram-agg,13.7535,ms,S2,short
short_S2,30th percentile latency,date-histogram-agg,14.7389,ms,S2,short
short_S2,40th percentile latency,date-histogram-agg,16.6963,ms,S2,short
short_S2,50th percentile latency,date-histogram-agg,19.1668,ms,S2,short
short_S2,60th percentile latency,date-histogram-agg,21.5712,ms,S2,short
short_S2,70th percentile latency,date-histogram-agg,24.7799,ms,S2,short
short_S2,75th percentile latency,date-histogram-agg,26.7874,ms,S2,short
short_S2,80th percentile latency,date-histogram-agg,28.9725,ms,S2,short
short_S2,90th percentile latency,date-histogram-agg,35.2475,ms,S2,short
short_S2,99th percentile latency,date-histogram-agg,57.4579,ms,S2,short
short_S2,99.9th percentile latency,date-histogram-agg,66.5846,ms,S2,short
short_S2,100th percentile latency,date-histogram-agg,75.2426,ms,S2,short
short_S2,50th percentile service time,date-histogram-agg,17.6395,ms,S2,short
short_S2,90th percentile service time,date-histogram-agg,33.732,ms,S2,short
short_S2,99th percentile service time,date-histogram-agg,55.8247,ms,S2,short
short_S2,99.9th percentile service time,date-histogram-agg,64.8089,ms,S2,short
short_S2,100th percentile service time,date-histogram-agg,73.4366,ms,S2,short
short_S2,error rate,date-histogram-agg,0,%,S2,short
short_S2,Min Throughput,date-histogram-calendar-interval,1.5,ops/s,S2,short
short_S2,Mean Throughput,date-histogram-calendar-interval,1.5,ops/s,S2,short
short_S2,Median Throughput,date-histogram-calendar-interval,1.5,ops/s,S2,short
short_S2,Max Throughput,date-histogram-calendar-interval,1.5,ops/s,S2,short
short_S2,0th percentile throughput,date-histogram-calendar-interval,1.50013,ms,S2,short
short_S2,25th percentile throughput,date-histogram-calendar-interval,1.50018,ms,S2,short
short_S2,50th percentile throughput,date-histogram-calendar-interval,1.50026,ms,S2,short
short_S2,75th percentile throughput,date-histogram-calendar-interval,1.50048,ms,S2,short
short_S2,100th percentile throughput,date-histogram-calendar-interval,1.5037,ms,S2,short
short_S2,0th percentile latency,date-histogram-calendar-interval,2.78446,ms,S2,short
short_S2,10th percentile latency,date-histogram-calendar-interval,9.62001,ms,S2,short
short_S2,20th percentile latency,date-histogram-calendar-interval,10.5549,ms,S2,short
short_S2,25th percentile latency,date-histogram-calendar-interval,10.7957,ms,S2,short
short_S2,30th percentile latency,date-histogram-calendar-interval,11.0615,ms,S2,short
short_S2,40th percentile latency,date-histogram-calendar-interval,11.719,ms,S2,short
short_S2,50th percentile latency,date-histogram-calendar-interval,12.7677,ms,S2,short
short_S2,60th percentile latency,date-histogram-calendar-interval,13.8369,ms,S2,short
short_S2,70th percentile latency,date-histogram-calendar-interval,16.1914,ms,S2,short
short_S2,75th percentile latency,date-histogram-calendar-interval,16.7328,ms,S2,short
short_S2,80th percentile latency,date-histogram-calendar-interval,17.1457,ms,S2,short
short_S2,90th percentile latency,date-histogram-calendar-interval,17.8659,ms,S2,short
short_S2,99th percentile latency,date-histogram-calendar-interval,18.9045,ms,S2,short
short_S2,99.9th percentile latency,date-histogram-calendar-interval,19.435,ms,S2,short
short_S2,100th percentile latency,date-histogram-calendar-interval,23.7648,ms,S2,short
short_S2,50th percentile service time,date-histogram-calendar-interval,11.225,ms,S2,short
short_S2,90th percentile service time,date-histogram-calendar-interval,16.3133,ms,S2,short
short_S2,99th percentile service time,date-histogram-calendar-interval,17.1853,ms,S2,short
short_S2,99.9th percentile service time,date-histogram-calendar-interval,17.6833,ms,S2,short
short_S2,100th percentile service time,date-histogram-calendar-interval,21.8945,ms,S2,short
short_S2,error rate,date-histogram-calendar-interval,0,%,S2,short
short_S2,Min Throughput,date-histogram-calendar-interval-with-tz,1.47,ops/s,S2,short
short_S2,Mean Throughput,date-histogram-calendar-interval-with-tz,1.5,ops/s,S2,short
short_S2,Median Throughput,date-histogram-calendar-interval-with-tz,1.5,ops/s,S2,short
short_S2,Max Throughput,date-histogram-calendar-interval-with-tz,1.5,ops/s,S2,short
short_S2,0th percentile throughput,date-histogram-calendar-interval-with-tz,1.46671,ms,S2,short
short_S2,25th percentile throughput,date-histogram-calendar-interval-with-tz,1.49601,ms,S2,short
short_S2,50th percentile throughput,date-histogram-calendar-interval-with-tz,1.49787,ms,S2,short
short_S2,75th percentile throughput,date-histogram-calendar-interval-with-tz,1.49854,ms,S2,short
short_S2,100th percentile throughput,date-histogram-calendar-interval-with-tz,1.49891,ms,S2,short
short_S2,0th percentile latency,date-histogram-calendar-interval-with-tz,2.42997,ms,S2,short
short_S2,10th percentile latency,date-histogram-calendar-interval-with-tz,28.1596,ms,S2,short
short_S2,20th percentile latency,date-histogram-calendar-interval-with-tz,85.2725,ms,S2,short
short_S2,25th percentile latency,date-histogram-calendar-interval-with-tz,117.078,ms,S2,short
short_S2,30th percentile latency,date-histogram-calendar-interval-with-tz,150.757,ms,S2,short
short_S2,40th percentile latency,date-histogram-calendar-interval-with-tz,227.797,ms,S2,short
short_S2,50th percentile latency,date-histogram-calendar-interval-with-tz,315.373,ms,S2,short
short_S2,60th percentile latency,date-histogram-calendar-interval-with-tz,418.06,ms,S2,short
short_S2,70th percentile latency,date-histogram-calendar-interval-with-tz,537.137,ms,S2,short
short_S2,75th percentile latency,date-histogram-calendar-interval-with-tz,603.026,ms,S2,short
short_S2,80th percentile latency,date-histogram-calendar-interval-with-tz,680.446,ms,S2,short
short_S2,90th percentile latency,date-histogram-calendar-interval-with-tz,859.385,ms,S2,short
short_S2,99th percentile latency,date-histogram-calendar-interval-with-tz,1200.99,ms,S2,short
short_S2,99.9th percentile latency,date-histogram-calendar-interval-with-tz,1541.47,ms,S2,short
short_S2,100th percentile latency,date-histogram-calendar-interval-with-tz,1810.47,ms,S2,short
short_S2,50th percentile service time,date-histogram-calendar-interval-with-tz,259.115,ms,S2,short
short_S2,90th percentile service time,date-histogram-calendar-interval-with-tz,803.766,ms,S2,short
short_S2,99th percentile service time,date-histogram-calendar-interval-with-tz,1096.8,ms,S2,short
short_S2,99.9th percentile service time,date-histogram-calendar-interval-with-tz,1204.26,ms,S2,short
short_S2,100th percentile service time,date-histogram-calendar-interval-with-tz,1227.62,ms,S2,short
short_S2,error rate,date-histogram-calendar-interval-with-tz,0,%,S2,short
short_S2,Min Throughput,date-histogram-fixed-interval,1.5,ops/s,S2,short
short_S2,Mean Throughput,date-histogram-fixed-interval,1.5,ops/s,S2,short
short_S2,Median Throughput,date-histogram-fixed-interval,1.5,ops/s,S2,short
short_S2,Max Throughput,date-histogram-fixed-interval,1.5,ops/s,S2,short
short_S2,0th percentile throughput,date-histogram-fixed-interval,1.50013,ms,S2,short
short_S2,25th percentile throughput,date-histogram-fixed-interval,1.50018,ms,S2,short
short_S2,50th percentile throughput,date-histogram-fixed-interval,1.50026,ms,S2,short
short_S2,75th percentile throughput,date-histogram-fixed-interval,1.50048,ms,S2,short
short_S2,100th percentile throughput,date-histogram-fixed-interval,1.5037,ms,S2,short
short_S2,0th percentile latency,date-histogram-fixed-interval,2.63688,ms,S2,short
short_S2,10th percentile latency,date-histogram-fixed-interval,9.33357,ms,S2,short
short_S2,20th percentile latency,date-histogram-fixed-interval,10.5637,ms,S2,short
short_S2,25th percentile latency,date-histogram-fixed-interval,10.8735,ms,S2,short
short_S2,30th percentile latency,date-histogram-fixed-interval,11.2226,ms,S2,short
short_S2,40th percentile latency,date-histogram-fixed-interval,12.3114,ms,S2,short
short_S2,50th percentile latency,date-histogram-fixed-interval,13.238,ms,S2,short
short_S2,60th percentile latency,date-histogram-fixed-interval,14.691,ms,S2,short
short_S2,70th percentile latency,date-histogram-fixed-interval,16.2592,ms,S2,short
short_S2,75th percentile latency,date-histogram-fixed-interval,16.7705,ms,S2,short
short_S2,80th percentile latency,date-histogram-fixed-interval,17.2597,ms,S2,short
short_S2,90th percentile latency,date-histogram-fixed-interval,18.7395,ms,S2,short
short_S2,99th percentile latency,date-histogram-fixed-interval,22.8931,ms,S2,short
short_S2,99.9th percentile latency,date-histogram-fixed-interval,23.9694,ms,S2,short
short_S2,100th percentile latency,date-histogram-fixed-interval,31.3352,ms,S2,short
short_S2,50th percentile service time,date-histogram-fixed-interval,11.7004,ms,S2,short
short_S2,90th percentile service time,date-histogram-fixed-interval,17.0729,ms,S2,short
short_S2,99th percentile service time,date-histogram-fixed-interval,21.2666,ms,S2,short
short_S2,99.9th percentile service time,date-histogram-fixed-interval,22.1267,ms,S2,short
short_S2,100th percentile service time,date-histogram-fixed-interval,29.9486,ms,S2,short
